ID,contents,Required_BW,Source,Destinations
341,26,56,9999,9999
342,20,56,9999,9999
343,26,52,9999,9999
344,29,61,9999,9999
345,27,56,9999,9999
346,29,62,9999,9999
347,29,63,9999,9999
348,21,77,9999,9999
349,29,60,9999,9999
350,27,64,9999,9999
351,26,52,9999,9999
352,20,50,9999,9999
353,20,52,9999,9999
354,28,70,9999,9999
355,26,69,9999,9999
356,26,66,9999,9999
357,27,54,9999,9999
358,28,76,9999,9999
359,20,79,9999,9999
360,29,60,9999,9999
361,27,56,9999,9999
362,20,65,9999,9999
363,29,51,9999,9999
364,28,77,9999,9999
365,29,72,9999,9999
366,20,57,9999,9999
367,21,64,9999,9999
368,26,73,9999,9999
369,20,53,9999,9999
370,29,54,9999,9999
371,29,71,9999,9999
372,20,75,9999,9999
373,20,54,9999,9999
374,27,56,9999,9999
375,21,55,9999,9999
376,26,72,9999,9999
377,29,71,9999,9999
378,21,52,9999,9999
379,26,50,9999,9999
380,21,62,9999,9999
381,28,66,9999,9999
382,26,54,9999,9999
383,21,78,9999,9999
384,29,77,9999,9999
385,26,79,9999,9999
386,20,69,9999,9999
387,20,77,9999,9999
388,26,51,9999,9999
389,28,78,9999,9999
390,29,66,9999,9999
391,21,80,9999,9999
392,20,71,9999,9999
393,26,73,9999,9999
394,29,56,9999,9999
395,26,60,9999,9999
396,27,68,9999,9999
397,29,74,9999,9999
398,27,74,9999,9999
399,29,55,9999,9999
400,21,70,9999,9999
401,20,75,9999,9999
402,27,56,9999,9999
403,21,74,9999,9999
404,27,56,9999,9999
405,29,64,9999,9999
406,26,63,9999,9999
407,29,60,9999,9999
408,27,78,9999,9999
409,29,70,9999,9999
410,26,54,9999,9999
411,29,56,9999,9999
412,28,62,9999,9999
413,21,70,9999,9999
414,20,59,9999,9999
415,28,63,9999,9999
416,20,64,9999,9999
417,20,55,9999,9999
418,26,78,9999,9999
419,29,74,9999,9999
420,29,79,9999,9999
421,27,76,9999,9999
422,26,58,9999,9999
423,28,78,9999,9999
424,29,62,9999,9999
425,28,59,9999,9999
426,26,50,9999,9999
427,29,67,9999,9999
428,20,64,9999,9999
429,26,63,9999,9999
430,28,60,9999,9999
431,29,75,9999,9999
432,26,75,9999,9999
433,26,68,9999,9999
434,20,71,9999,9999
435,28,79,9999,9999
436,21,56,9999,9999
437,21,61,9999,9999
438,26,61,9999,9999
439,26,64,9999,9999
440,29,80,9999,9999
441,27,61,9999,9999
442,26,58,9999,9999
443,27,68,9999,9999
444,27,53,9999,9999
445,27,71,9999,9999
446,29,62,9999,9999
447,27,53,9999,9999
448,26,70,9999,9999
449,21,76,9999,9999
450,28,79,9999,9999
451,26,60,9999,9999
452,20,74,9999,9999
453,26,66,9999,9999
454,28,52,9999,9999
455,21,62,9999,9999
456,28,80,9999,9999
457,20,60,9999,9999
458,28,55,9999,9999
459,26,67,9999,9999
460,26,69,9999,9999
461,21,52,9999,9999
462,21,52,9999,9999
463,27,65,9999,9999
464,26,62,9999,9999
465,20,54,9999,9999
466,20,69,9999,9999
467,26,68,9999,9999
468,27,79,9999,9999
469,28,62,9999,9999
470,27,68,9999,9999
471,27,53,9999,9999
472,26,74,9999,9999
473,26,64,9999,9999
474,28,53,9999,9999
475,29,57,9999,9999
476,27,56,9999,9999
477,28,55,9999,9999
478,26,72,9999,9999
479,26,72,9999,9999
480,20,58,9999,9999
481,28,63,9999,9999
482,28,57,9999,9999
483,20,61,9999,9999
484,28,67,9999,9999
485,27,56,9999,9999
486,21,60,9999,9999
487,20,78,9999,9999
488,26,52,9999,9999
489,26,79,9999,9999
490,28,68,9999,9999
491,27,75,9999,9999
492,27,51,9999,9999
493,26,68,9999,9999
494,21,75,9999,9999
495,21,77,9999,9999
496,20,51,9999,9999
497,29,57,9999,9999
498,28,80,9999,9999
499,29,65,9999,9999
500,26,65,9999,9999
501,20,67,9999,9999
502,28,69,9999,9999
503,28,74,9999,9999
504,21,51,9999,9999
505,28,68,9999,9999
506,20,78,9999,9999
507,29,56,9999,9999
508,21,51,9999,9999
509,20,64,9999,9999
510,29,53,9999,9999
511,20,63,9999,9999
512,26,51,9999,9999
513,28,58,9999,9999
514,27,68,9999,9999
515,29,61,9999,9999
516,21,80,9999,9999
517,26,58,9999,9999
518,26,56,9999,9999
519,20,68,9999,9999
520,27,69,9999,9999
521,26,69,9999,9999
522,20,57,9999,9999
523,28,68,9999,9999
524,21,59,9999,9999
525,28,71,9999,9999
526,29,80,9999,9999
527,28,77,9999,9999
528,28,60,9999,9999
529,28,78,9999,9999
530,29,67,9999,9999
531,21,67,9999,9999
532,20,50,9999,9999
533,27,54,9999,9999
534,20,58,9999,9999
535,27,67,9999,9999
536,29,55,9999,9999
537,28,67,9999,9999
538,20,69,9999,9999
539,29,76,9999,9999
540,20,53,9999,9999
541,27,76,9999,9999
542,29,58,9999,9999
543,20,73,9999,9999
544,28,57,9999,9999
545,29,77,9999,9999
546,29,73,9999,9999
547,28,72,9999,9999
548,26,63,9999,9999
549,21,63,9999,9999
550,21,61,9999,9999
551,28,61,9999,9999
552,26,73,9999,9999
553,20,76,9999,9999
554,27,65,9999,9999
555,26,76,9999,9999
556,28,77,9999,9999
557,26,67,9999,9999
558,29,58,9999,9999
559,28,50,9999,9999
560,27,78,9999,9999
561,26,80,9999,9999
562,29,65,9999,9999
563,20,50,9999,9999
564,20,65,9999,9999
565,26,50,9999,9999
566,21,56,9999,9999
567,20,80,9999,9999
568,27,65,9999,9999
569,28,70,9999,9999
570,27,67,9999,9999
571,21,50,9999,9999
572,27,52,9999,9999
573,28,56,9999,9999
574,28,74,9999,9999
575,26,50,9999,9999
576,27,65,9999,9999
577,29,51,9999,9999
578,26,56,9999,9999
579,27,51,9999,9999
580,28,67,9999,9999
581,27,56,9999,9999
582,27,63,9999,9999
583,27,71,9999,9999
584,26,55,9999,9999
585,26,69,9999,9999
586,28,67,9999,9999
587,21,60,9999,9999
588,21,78,9999,9999
589,20,73,9999,9999
590,29,77,9999,9999
591,20,55,9999,9999
592,20,58,9999,9999
593,27,77,9999,9999
594,29,72,9999,9999
595,27,53,9999,9999
596,20,74,9999,9999
597,27,55,9999,9999
598,20,52,9999,9999
599,28,63,9999,9999
600,28,65,9999,9999
601,28,80,9999,9999
602,28,57,9999,9999
603,20,58,9999,9999
604,26,62,9999,9999
605,27,78,9999,9999
606,29,53,9999,9999
607,29,57,9999,9999
608,28,78,9999,9999
609,20,63,9999,9999
610,20,60,9999,9999
611,29,61,9999,9999
612,21,76,9999,9999
613,27,64,9999,9999
614,27,59,9999,9999
615,28,65,9999,9999
616,29,63,9999,9999
617,20,60,9999,9999
618,21,68,9999,9999
619,29,77,9999,9999
620,27,57,9999,9999
621,21,60,9999,9999
622,27,71,9999,9999
623,27,65,9999,9999
624,26,66,9999,9999
625,26,54,9999,9999
626,20,67,9999,9999
627,26,58,9999,9999
628,21,62,9999,9999
629,28,56,9999,9999
630,21,60,9999,9999
631,28,52,9999,9999
632,27,58,9999,9999
633,28,60,9999,9999
634,27,73,9999,9999
635,28,57,9999,9999
636,28,76,9999,9999
637,28,71,9999,9999
638,28,76,9999,9999
639,20,66,9999,9999
640,27,52,9999,9999
641,26,64,9999,9999
642,29,65,9999,9999
643,26,57,9999,9999
644,21,75,9999,9999
645,27,65,9999,9999
646,20,54,9999,9999
647,21,55,9999,9999
648,20,67,9999,9999
649,28,73,9999,9999
650,20,67,9999,9999
651,20,71,9999,9999
652,26,68,9999,9999
653,26,68,9999,9999
654,28,72,9999,9999
655,29,67,9999,9999
656,29,64,9999,9999
657,29,69,9999,9999
658,28,72,9999,9999
659,20,58,9999,9999
660,21,69,9999,9999
661,20,71,9999,9999
662,21,57,9999,9999
663,29,55,9999,9999
664,21,67,9999,9999
665,28,77,9999,9999
666,27,78,9999,9999
667,21,56,9999,9999
668,20,71,9999,9999
669,26,79,9999,9999
670,26,52,9999,9999
671,21,68,9999,9999
672,28,67,9999,9999
673,28,76,9999,9999
674,28,65,9999,9999
675,26,73,9999,9999
676,29,72,9999,9999
677,21,80,9999,9999
678,26,72,9999,9999
679,29,58,9999,9999
680,27,63,9999,9999
681,28,61,9999,9999
682,21,54,9999,9999
683,21,71,9999,9999
684,29,67,9999,9999
685,27,66,9999,9999
686,29,65,9999,9999
687,29,57,9999,9999
688,20,75,9999,9999
689,26,63,9999,9999
690,28,67,9999,9999
691,28,79,9999,9999
692,21,67,9999,9999
693,27,73,9999,9999
694,26,73,9999,9999
695,20,54,9999,9999
696,27,76,9999,9999
697,26,77,9999,9999
698,21,62,9999,9999
699,21,75,9999,9999
700,26,58,9999,9999
701,21,55,9999,9999
702,27,74,9999,9999
703,26,57,9999,9999
704,26,56,9999,9999
705,29,79,9999,9999
706,20,50,9999,9999
707,29,77,9999,9999
708,28,60,9999,9999
709,26,73,9999,9999
710,21,80,9999,9999
711,29,59,9999,9999
712,27,69,9999,9999
713,20,50,9999,9999
714,27,72,9999,9999
715,26,64,9999,9999
716,27,68,9999,9999
717,28,54,9999,9999
718,21,66,9999,9999
719,29,62,9999,9999
720,29,60,9999,9999
721,29,77,9999,9999
722,20,77,9999,9999
723,20,57,9999,9999
724,29,78,9999,9999
725,20,50,9999,9999
726,28,63,9999,9999
727,27,76,9999,9999
728,29,77,9999,9999
729,29,56,9999,9999
730,21,69,9999,9999
731,21,59,9999,9999
732,27,55,9999,9999
733,26,61,9999,9999
734,28,59,9999,9999
735,28,51,9999,9999
736,21,80,9999,9999
737,26,55,9999,9999
738,20,68,9999,9999
739,20,67,9999,9999
740,21,58,9999,9999
741,21,74,9999,9999
742,27,65,9999,9999
743,28,64,9999,9999
744,28,64,9999,9999
745,21,68,9999,9999
746,26,78,9999,9999
747,21,66,9999,9999
748,21,73,9999,9999
749,29,61,9999,9999
750,27,72,9999,9999
751,20,73,9999,9999
752,26,77,9999,9999
753,29,78,9999,9999
754,27,73,9999,9999
755,28,51,9999,9999
756,26,76,9999,9999
757,27,57,9999,9999
758,29,71,9999,9999
759,27,78,9999,9999
760,27,76,9999,9999
761,29,50,9999,9999
762,28,68,9999,9999
763,26,58,9999,9999
764,20,62,9999,9999
765,28,52,9999,9999
766,20,73,9999,9999
767,20,67,9999,9999
768,28,60,9999,9999
769,27,78,9999,9999
770,28,78,9999,9999
771,27,50,9999,9999
772,21,73,9999,9999
773,21,52,9999,9999
774,28,71,9999,9999
775,21,71,9999,9999
776,20,68,9999,9999
777,29,77,9999,9999
778,28,79,9999,9999
779,20,64,9999,9999
780,28,50,9999,9999
781,21,52,9999,9999
782,20,59,9999,9999
783,21,53,9999,9999
784,29,60,9999,9999
785,26,68,9999,9999
786,21,69,9999,9999
787,27,57,9999,9999
788,28,51,9999,9999
789,21,69,9999,9999
790,29,56,9999,9999
791,27,69,9999,9999
792,21,80,9999,9999
793,26,58,9999,9999
794,28,66,9999,9999
795,26,50,9999,9999
796,21,65,9999,9999
797,21,71,9999,9999
798,27,57,9999,9999
799,21,68,9999,9999
800,26,66,9999,9999
801,26,67,9999,9999
802,20,52,9999,9999
803,21,76,9999,9999
804,28,56,9999,9999
805,28,57,9999,9999
806,29,77,9999,9999
807,29,56,9999,9999
808,27,66,9999,9999
809,28,69,9999,9999
810,28,74,9999,9999
811,28,75,9999,9999
812,29,73,9999,9999
813,29,65,9999,9999
814,20,77,9999,9999
815,21,62,9999,9999
816,20,75,9999,9999
817,26,74,9999,9999
818,20,76,9999,9999
819,27,50,9999,9999
820,27,57,9999,9999
821,27,51,9999,9999
822,20,61,9999,9999
823,21,75,9999,9999
824,29,59,9999,9999
825,20,60,9999,9999
826,20,80,9999,9999
827,28,57,9999,9999
828,21,66,9999,9999
829,20,69,9999,9999
830,20,80,9999,9999
831,29,50,9999,9999
832,28,79,9999,9999
833,29,59,9999,9999
834,29,80,9999,9999
835,28,68,9999,9999
836,27,76,9999,9999
837,28,60,9999,9999
838,20,65,9999,9999
839,21,62,9999,9999
840,21,79,9999,9999
841,26,54,9999,9999
842,26,58,9999,9999
843,21,76,9999,9999
844,27,65,9999,9999
845,21,66,9999,9999
846,26,66,9999,9999
847,20,59,9999,9999
848,29,63,9999,9999
849,20,64,9999,9999
850,28,60,9999,9999
851,26,69,9999,9999
852,26,64,9999,9999
853,28,71,9999,9999
854,29,53,9999,9999
855,20,75,9999,9999
856,26,66,9999,9999
857,29,78,9999,9999
858,27,69,9999,9999
859,26,71,9999,9999
860,20,70,9999,9999
861,28,54,9999,9999
862,26,66,9999,9999
863,20,58,9999,9999
864,20,69,9999,9999
865,21,77,9999,9999
866,26,53,9999,9999
867,27,53,9999,9999
868,29,76,9999,9999
869,26,55,9999,9999
870,26,55,9999,9999
871,27,55,9999,9999
872,29,58,9999,9999
873,28,79,9999,9999
874,27,74,9999,9999
875,28,63,9999,9999
876,29,60,9999,9999
877,20,65,9999,9999
878,29,52,9999,9999
879,27,77,9999,9999
880,26,57,9999,9999
881,21,50,9999,9999
882,21,79,9999,9999
883,21,60,9999,9999
884,21,61,9999,9999
885,20,51,9999,9999
886,21,75,9999,9999
887,21,58,9999,9999
888,27,58,9999,9999
889,20,75,9999,9999
890,28,61,9999,9999
891,20,66,9999,9999
892,28,59,9999,9999
893,21,67,9999,9999
894,21,74,9999,9999
895,28,74,9999,9999
896,26,75,9999,9999
897,29,64,9999,9999
898,26,60,9999,9999
899,20,79,9999,9999
900,28,74,9999,9999
901,21,68,9999,9999
902,27,50,9999,9999
903,20,70,9999,9999
904,20,53,9999,9999
905,28,58,9999,9999
906,20,79,9999,9999
907,20,78,9999,9999
908,29,62,9999,9999
909,27,59,9999,9999
910,20,79,9999,9999
911,26,51,9999,9999
912,26,74,9999,9999
913,26,67,9999,9999
914,28,66,9999,9999
915,29,79,9999,9999
916,21,67,9999,9999
917,21,74,9999,9999
918,29,79,9999,9999
919,20,76,9999,9999
920,20,52,9999,9999
921,27,77,9999,9999
922,29,60,9999,9999
923,29,69,9999,9999
924,28,61,9999,9999
925,28,80,9999,9999
926,27,50,9999,9999
927,21,51,9999,9999
928,21,56,9999,9999
929,20,51,9999,9999
930,21,68,9999,9999
931,20,52,9999,9999
932,28,75,9999,9999
933,20,77,9999,9999
934,20,64,9999,9999
935,26,60,9999,9999
936,20,77,9999,9999
937,29,78,9999,9999
938,26,64,9999,9999
939,29,64,9999,9999
940,26,50,9999,9999
941,28,62,9999,9999
942,29,64,9999,9999
943,21,55,9999,9999
944,29,54,9999,9999
945,28,74,9999,9999
946,26,55,9999,9999
947,21,77,9999,9999
948,28,70,9999,9999
949,29,70,9999,9999
950,27,51,9999,9999
951,29,70,9999,9999
952,27,68,9999,9999
953,29,58,9999,9999
954,29,51,9999,9999
955,21,63,9999,9999
956,21,53,9999,9999
957,29,55,9999,9999
958,27,61,9999,9999
959,27,55,9999,9999
960,26,69,9999,9999
961,21,78,9999,9999
962,20,56,9999,9999
963,28,57,9999,9999
964,21,77,9999,9999
965,29,59,9999,9999
966,29,74,9999,9999
967,28,76,9999,9999
968,20,51,9999,9999
969,28,79,9999,9999
970,27,75,9999,9999
971,20,64,9999,9999
972,21,52,9999,9999
973,28,74,9999,9999
974,26,59,9999,9999
975,26,67,9999,9999
976,27,51,9999,9999
977,28,56,9999,9999
978,27,51,9999,9999
979,26,72,9999,9999
980,27,63,9999,9999
981,26,67,9999,9999
982,20,67,9999,9999
983,21,56,9999,9999
984,28,54,9999,9999
985,28,73,9999,9999
986,29,60,9999,9999
987,28,77,9999,9999
988,21,62,9999,9999
989,21,69,9999,9999
990,21,60,9999,9999
991,29,51,9999,9999
992,26,58,9999,9999
993,21,73,9999,9999
994,20,78,9999,9999
995,21,77,9999,9999
996,26,77,9999,9999
997,27,74,9999,9999
998,29,72,9999,9999
999,20,50,9999,9999
1000,21,56,9999,9999
1001,28,71,9999,9999
1002,29,65,9999,9999
1003,27,79,9999,9999
1004,28,60,9999,9999
1005,29,75,9999,9999
1006,28,74,9999,9999
1007,27,60,9999,9999
1008,27,52,9999,9999
1009,29,68,9999,9999
1010,21,78,9999,9999
1011,28,75,9999,9999
1012,27,67,9999,9999
1013,20,71,9999,9999
1014,26,74,9999,9999
1015,29,60,9999,9999
1016,26,74,9999,9999
1017,26,67,9999,9999
1018,27,62,9999,9999
1019,27,53,9999,9999
1020,20,76,9999,9999
1021,29,73,9999,9999
1022,29,56,9999,9999
1023,28,80,9999,9999
1024,29,53,9999,9999
1025,29,66,9999,9999
1026,28,57,9999,9999
1027,26,53,9999,9999
1028,20,54,9999,9999
1029,28,58,9999,9999
1030,21,71,9999,9999
1031,27,63,9999,9999
1032,27,60,9999,9999
1033,27,76,9999,9999
1034,20,66,9999,9999
1035,28,75,9999,9999
1036,28,61,9999,9999
1037,26,73,9999,9999
1038,21,66,9999,9999
1039,28,70,9999,9999
1040,29,66,9999,9999
1041,26,78,9999,9999
1042,28,58,9999,9999
1043,29,76,9999,9999
1044,21,74,9999,9999
1045,29,76,9999,9999
1046,29,73,9999,9999
1047,29,65,9999,9999
1048,26,59,9999,9999
1049,21,58,9999,9999
1050,29,72,9999,9999
1051,28,56,9999,9999
1052,29,71,9999,9999
1053,27,65,9999,9999
1054,20,62,9999,9999
1055,26,71,9999,9999
1056,29,72,9999,9999
1057,21,69,9999,9999
1058,26,69,9999,9999
1059,27,55,9999,9999
1060,27,52,9999,9999
1061,26,75,9999,9999
1062,29,78,9999,9999
1063,20,66,9999,9999
1064,21,75,9999,9999
1065,27,65,9999,9999
1066,26,61,9999,9999
1067,28,67,9999,9999
1068,27,75,9999,9999
1069,27,50,9999,9999
1070,20,77,9999,9999
1071,29,51,9999,9999
1072,21,51,9999,9999
1073,28,51,9999,9999
1074,28,62,9999,9999
1075,21,60,9999,9999
1076,29,80,9999,9999
1077,26,73,9999,9999
1078,20,65,9999,9999
1079,21,68,9999,9999
1080,29,54,9999,9999
1081,21,50,9999,9999
1082,20,59,9999,9999
1083,26,56,9999,9999
1084,20,69,9999,9999
1085,29,78,9999,9999
1086,27,61,9999,9999
1087,27,73,9999,9999
1088,27,76,9999,9999
1089,20,50,9999,9999
1090,27,65,9999,9999
1091,21,70,9999,9999
1092,29,60,9999,9999
1093,21,57,9999,9999
1094,26,64,9999,9999
1095,26,63,9999,9999
1096,28,52,9999,9999
1097,29,65,9999,9999
1098,29,59,9999,9999
1099,29,54,9999,9999
1100,21,54,9999,9999
1101,20,71,9999,9999
1102,26,70,9999,9999
1103,26,66,9999,9999
1104,27,52,9999,9999
1105,29,55,9999,9999
1106,21,76,9999,9999
1107,20,63,9999,9999
1108,27,71,9999,9999
1109,21,77,9999,9999
1110,20,66,9999,9999
1111,28,78,9999,9999
1112,28,69,9999,9999
1113,27,73,9999,9999
1114,21,66,9999,9999
1115,29,63,9999,9999
1116,26,64,9999,9999
1117,28,80,9999,9999
1118,21,61,9999,9999
1119,21,55,9999,9999
1120,28,54,9999,9999
1121,27,77,9999,9999
1122,27,63,9999,9999
1123,20,51,9999,9999
1124,21,73,9999,9999
1125,21,56,9999,9999
1126,20,72,9999,9999
1127,20,67,9999,9999
1128,21,67,9999,9999
1129,28,61,9999,9999
1130,27,61,9999,9999
1131,29,55,9999,9999
1132,21,53,9999,9999
1133,20,78,9999,9999
1134,29,61,9999,9999
1135,27,59,9999,9999
1136,20,75,9999,9999
1137,27,54,9999,9999
1138,21,78,9999,9999
1139,26,52,9999,9999
1140,26,50,9999,9999
1141,26,79,9999,9999
1142,21,66,9999,9999
1143,29,62,9999,9999
1144,26,64,9999,9999
1145,28,68,9999,9999
1146,20,67,9999,9999
1147,29,69,9999,9999
1148,27,60,9999,9999
1149,20,66,9999,9999
