ID,contents,Required_BW,Source,Destinations
310,26,61,9999,9999
311,28,63,9999,9999
312,21,60,9999,9999
313,29,58,9999,9999
314,27,63,9999,9999
315,28,70,9999,9999
316,20,53,9999,9999
317,20,58,9999,9999
318,26,57,9999,9999
319,29,65,9999,9999
320,26,53,9999,9999
321,26,67,9999,9999
322,26,66,9999,9999
323,27,57,9999,9999
324,20,61,9999,9999
325,20,79,9999,9999
326,20,70,9999,9999
327,21,72,9999,9999
328,26,60,9999,9999
329,28,65,9999,9999
330,26,62,9999,9999
331,28,79,9999,9999
332,20,51,9999,9999
333,21,79,9999,9999
334,26,56,9999,9999
335,27,70,9999,9999
336,26,68,9999,9999
337,27,60,9999,9999
338,27,59,9999,9999
339,20,64,9999,9999
340,21,64,9999,9999
341,28,51,9999,9999
342,27,80,9999,9999
343,27,79,9999,9999
344,28,54,9999,9999
345,21,53,9999,9999
346,28,70,9999,9999
347,29,80,9999,9999
348,21,70,9999,9999
349,20,65,9999,9999
350,21,65,9999,9999
351,21,72,9999,9999
352,27,64,9999,9999
353,27,69,9999,9999
354,27,72,9999,9999
355,27,64,9999,9999
356,29,59,9999,9999
357,27,71,9999,9999
358,26,74,9999,9999
359,27,53,9999,9999
360,20,50,9999,9999
361,29,71,9999,9999
362,21,65,9999,9999
363,27,65,9999,9999
364,27,78,9999,9999
365,29,72,9999,9999
366,21,57,9999,9999
367,28,79,9999,9999
368,29,50,9999,9999
369,21,69,9999,9999
370,29,63,9999,9999
371,21,53,9999,9999
372,21,50,9999,9999
373,28,50,9999,9999
374,26,64,9999,9999
375,27,71,9999,9999
376,20,56,9999,9999
377,28,77,9999,9999
378,26,74,9999,9999
379,21,75,9999,9999
380,29,58,9999,9999
381,26,72,9999,9999
382,27,74,9999,9999
383,26,74,9999,9999
384,26,57,9999,9999
385,26,71,9999,9999
386,21,70,9999,9999
387,29,57,9999,9999
388,26,57,9999,9999
389,20,75,9999,9999
390,29,57,9999,9999
391,21,55,9999,9999
392,21,56,9999,9999
393,27,58,9999,9999
394,27,76,9999,9999
395,20,64,9999,9999
396,21,80,9999,9999
397,21,50,9999,9999
398,28,69,9999,9999
399,29,59,9999,9999
400,26,61,9999,9999
401,21,63,9999,9999
402,29,50,9999,9999
403,20,73,9999,9999
404,28,63,9999,9999
405,27,66,9999,9999
406,21,72,9999,9999
407,27,55,9999,9999
408,21,77,9999,9999
409,28,76,9999,9999
410,21,59,9999,9999
411,26,73,9999,9999
412,27,60,9999,9999
413,26,67,9999,9999
414,29,66,9999,9999
415,28,52,9999,9999
416,26,61,9999,9999
417,26,78,9999,9999
418,27,57,9999,9999
419,21,78,9999,9999
420,26,60,9999,9999
421,27,57,9999,9999
422,27,71,9999,9999
423,28,52,9999,9999
424,21,72,9999,9999
425,20,68,9999,9999
426,29,62,9999,9999
427,27,50,9999,9999
428,27,65,9999,9999
429,26,54,9999,9999
430,20,61,9999,9999
431,29,53,9999,9999
432,27,72,9999,9999
433,20,68,9999,9999
434,26,76,9999,9999
435,29,68,9999,9999
436,20,51,9999,9999
437,27,74,9999,9999
438,26,52,9999,9999
439,29,77,9999,9999
440,21,57,9999,9999
441,27,50,9999,9999
442,20,55,9999,9999
443,20,60,9999,9999
444,26,71,9999,9999
445,28,71,9999,9999
446,26,79,9999,9999
447,26,53,9999,9999
448,27,54,9999,9999
449,21,77,9999,9999
450,27,58,9999,9999
451,27,56,9999,9999
452,28,52,9999,9999
453,21,60,9999,9999
454,28,66,9999,9999
455,27,69,9999,9999
456,26,53,9999,9999
457,29,70,9999,9999
458,26,78,9999,9999
459,27,50,9999,9999
460,29,68,9999,9999
461,27,64,9999,9999
462,20,66,9999,9999
463,28,64,9999,9999
464,20,59,9999,9999
465,29,56,9999,9999
466,29,70,9999,9999
467,20,58,9999,9999
468,28,54,9999,9999
469,21,71,9999,9999
470,29,76,9999,9999
471,29,65,9999,9999
472,29,54,9999,9999
473,28,54,9999,9999
474,28,75,9999,9999
475,21,53,9999,9999
476,26,77,9999,9999
477,20,73,9999,9999
478,21,60,9999,9999
479,28,66,9999,9999
480,27,79,9999,9999
481,28,56,9999,9999
482,21,54,9999,9999
483,26,52,9999,9999
484,27,59,9999,9999
485,21,52,9999,9999
486,20,51,9999,9999
487,21,58,9999,9999
488,21,58,9999,9999
489,28,71,9999,9999
490,21,71,9999,9999
491,21,73,9999,9999
492,29,55,9999,9999
493,20,72,9999,9999
494,26,68,9999,9999
495,21,51,9999,9999
496,28,65,9999,9999
497,26,63,9999,9999
498,26,70,9999,9999
499,27,63,9999,9999
500,28,64,9999,9999
501,27,55,9999,9999
502,21,59,9999,9999
503,27,74,9999,9999
504,26,69,9999,9999
505,27,76,9999,9999
506,20,52,9999,9999
507,26,66,9999,9999
508,28,74,9999,9999
509,20,63,9999,9999
510,21,71,9999,9999
511,28,52,9999,9999
512,27,54,9999,9999
513,28,61,9999,9999
514,29,70,9999,9999
515,20,77,9999,9999
516,26,67,9999,9999
517,29,71,9999,9999
518,29,56,9999,9999
519,29,65,9999,9999
520,21,50,9999,9999
521,21,75,9999,9999
522,28,62,9999,9999
523,21,52,9999,9999
524,26,64,9999,9999
525,21,75,9999,9999
526,29,71,9999,9999
527,28,77,9999,9999
528,28,64,9999,9999
529,20,68,9999,9999
530,26,52,9999,9999
531,28,64,9999,9999
532,29,72,9999,9999
533,29,52,9999,9999
534,21,80,9999,9999
535,29,57,9999,9999
536,29,64,9999,9999
537,26,70,9999,9999
538,20,79,9999,9999
539,28,78,9999,9999
540,28,69,9999,9999
541,27,79,9999,9999
542,20,65,9999,9999
543,28,57,9999,9999
544,29,52,9999,9999
545,26,57,9999,9999
546,29,61,9999,9999
547,21,57,9999,9999
548,20,51,9999,9999
549,27,69,9999,9999
550,28,51,9999,9999
551,20,55,9999,9999
552,27,54,9999,9999
553,27,52,9999,9999
554,21,74,9999,9999
555,21,76,9999,9999
556,27,54,9999,9999
557,27,63,9999,9999
558,20,74,9999,9999
559,29,74,9999,9999
560,28,51,9999,9999
561,28,52,9999,9999
562,26,65,9999,9999
563,27,63,9999,9999
564,27,74,9999,9999
565,21,59,9999,9999
566,27,77,9999,9999
567,27,66,9999,9999
568,28,50,9999,9999
569,27,50,9999,9999
570,27,54,9999,9999
571,27,67,9999,9999
572,29,55,9999,9999
573,27,62,9999,9999
574,21,68,9999,9999
575,29,65,9999,9999
576,26,59,9999,9999
577,21,68,9999,9999
578,21,80,9999,9999
579,28,72,9999,9999
580,20,80,9999,9999
581,29,78,9999,9999
582,21,51,9999,9999
583,28,74,9999,9999
584,20,66,9999,9999
585,27,67,9999,9999
586,21,69,9999,9999
587,29,75,9999,9999
588,28,59,9999,9999
589,26,58,9999,9999
590,26,56,9999,9999
591,28,55,9999,9999
592,27,63,9999,9999
593,28,72,9999,9999
594,29,57,9999,9999
595,29,72,9999,9999
596,26,79,9999,9999
597,27,79,9999,9999
598,27,76,9999,9999
599,26,74,9999,9999
600,26,51,9999,9999
601,27,61,9999,9999
602,28,74,9999,9999
603,20,60,9999,9999
604,21,68,9999,9999
605,26,79,9999,9999
606,27,56,9999,9999
607,26,52,9999,9999
608,21,65,9999,9999
609,26,63,9999,9999
610,20,56,9999,9999
611,26,59,9999,9999
612,28,59,9999,9999
613,29,58,9999,9999
614,26,79,9999,9999
615,20,65,9999,9999
616,26,80,9999,9999
617,28,52,9999,9999
618,21,60,9999,9999
619,28,77,9999,9999
620,20,65,9999,9999
621,26,53,9999,9999
622,27,77,9999,9999
623,28,71,9999,9999
624,20,69,9999,9999
625,27,57,9999,9999
626,27,62,9999,9999
627,29,60,9999,9999
628,28,67,9999,9999
629,29,62,9999,9999
630,27,57,9999,9999
631,26,51,9999,9999
632,21,60,9999,9999
633,28,68,9999,9999
634,20,67,9999,9999
635,28,63,9999,9999
636,27,70,9999,9999
637,26,71,9999,9999
638,20,62,9999,9999
639,21,57,9999,9999
640,29,51,9999,9999
641,29,78,9999,9999
642,28,73,9999,9999
643,29,51,9999,9999
644,27,80,9999,9999
645,27,66,9999,9999
646,26,77,9999,9999
647,29,60,9999,9999
648,28,62,9999,9999
649,28,71,9999,9999
650,27,62,9999,9999
651,26,72,9999,9999
652,27,52,9999,9999
653,29,50,9999,9999
654,28,58,9999,9999
655,27,74,9999,9999
656,20,72,9999,9999
657,29,65,9999,9999
658,26,58,9999,9999
659,26,76,9999,9999
660,26,57,9999,9999
661,20,72,9999,9999
662,20,73,9999,9999
663,26,50,9999,9999
664,27,76,9999,9999
665,28,51,9999,9999
666,28,58,9999,9999
667,27,59,9999,9999
668,29,74,9999,9999
669,26,67,9999,9999
670,27,71,9999,9999
671,29,66,9999,9999
672,29,76,9999,9999
673,26,64,9999,9999
674,26,56,9999,9999
675,29,80,9999,9999
676,29,61,9999,9999
677,27,65,9999,9999
678,20,56,9999,9999
679,20,73,9999,9999
680,29,79,9999,9999
681,20,55,9999,9999
682,20,58,9999,9999
683,26,63,9999,9999
684,27,57,9999,9999
685,21,72,9999,9999
686,28,74,9999,9999
687,21,69,9999,9999
688,28,58,9999,9999
689,20,67,9999,9999
690,21,52,9999,9999
691,20,80,9999,9999
692,20,62,9999,9999
693,29,61,9999,9999
694,21,78,9999,9999
695,27,51,9999,9999
696,27,61,9999,9999
697,26,71,9999,9999
698,29,78,9999,9999
699,27,71,9999,9999
700,27,74,9999,9999
701,29,62,9999,9999
702,20,80,9999,9999
703,29,66,9999,9999
704,27,56,9999,9999
705,28,60,9999,9999
706,20,62,9999,9999
707,27,70,9999,9999
708,28,65,9999,9999
709,27,73,9999,9999
710,29,67,9999,9999
711,28,72,9999,9999
712,20,68,9999,9999
713,21,65,9999,9999
714,28,57,9999,9999
715,26,56,9999,9999
716,29,63,9999,9999
717,21,79,9999,9999
718,28,57,9999,9999
719,21,62,9999,9999
720,20,60,9999,9999
721,20,71,9999,9999
722,26,61,9999,9999
723,20,68,9999,9999
724,28,60,9999,9999
725,28,80,9999,9999
726,29,66,9999,9999
727,27,53,9999,9999
728,21,61,9999,9999
729,29,66,9999,9999
730,26,75,9999,9999
731,20,72,9999,9999
732,21,63,9999,9999
733,28,80,9999,9999
734,29,78,9999,9999
735,29,59,9999,9999
736,27,59,9999,9999
737,26,66,9999,9999
738,21,54,9999,9999
739,26,67,9999,9999
740,29,73,9999,9999
741,21,73,9999,9999
742,27,56,9999,9999
743,21,64,9999,9999
744,20,71,9999,9999
745,26,60,9999,9999
746,20,64,9999,9999
747,29,77,9999,9999
748,20,80,9999,9999
749,26,67,9999,9999
750,27,59,9999,9999
751,20,72,9999,9999
752,21,76,9999,9999
753,28,59,9999,9999
754,27,69,9999,9999
755,28,64,9999,9999
756,26,55,9999,9999
757,26,52,9999,9999
758,21,62,9999,9999
759,28,80,9999,9999
760,21,79,9999,9999
761,27,50,9999,9999
762,21,63,9999,9999
763,27,80,9999,9999
764,21,65,9999,9999
765,26,72,9999,9999
766,21,55,9999,9999
767,26,64,9999,9999
768,26,61,9999,9999
769,20,53,9999,9999
770,26,74,9999,9999
771,28,58,9999,9999
772,20,77,9999,9999
773,29,62,9999,9999
774,28,79,9999,9999
775,26,69,9999,9999
776,28,74,9999,9999
777,26,68,9999,9999
778,20,76,9999,9999
779,26,62,9999,9999
780,20,62,9999,9999
781,29,66,9999,9999
782,27,76,9999,9999
783,29,61,9999,9999
784,21,60,9999,9999
785,26,66,9999,9999
786,29,77,9999,9999
787,27,79,9999,9999
788,20,68,9999,9999
789,27,53,9999,9999
790,21,70,9999,9999
791,28,57,9999,9999
792,28,65,9999,9999
793,27,55,9999,9999
794,28,57,9999,9999
795,26,77,9999,9999
796,27,66,9999,9999
797,29,73,9999,9999
798,27,58,9999,9999
799,26,58,9999,9999
800,28,54,9999,9999
801,29,71,9999,9999
802,21,76,9999,9999
803,21,63,9999,9999
804,28,78,9999,9999
805,29,79,9999,9999
806,20,76,9999,9999
807,29,79,9999,9999
808,20,55,9999,9999
809,27,76,9999,9999
810,29,75,9999,9999
811,20,56,9999,9999
812,26,50,9999,9999
813,26,70,9999,9999
814,20,64,9999,9999
815,21,77,9999,9999
816,21,62,9999,9999
817,26,79,9999,9999
818,28,70,9999,9999
819,27,66,9999,9999
820,21,57,9999,9999
821,29,52,9999,9999
822,26,77,9999,9999
823,21,64,9999,9999
824,28,54,9999,9999
825,27,79,9999,9999
826,28,65,9999,9999
827,26,79,9999,9999
828,27,58,9999,9999
829,26,70,9999,9999
830,26,56,9999,9999
831,29,54,9999,9999
832,21,58,9999,9999
833,26,73,9999,9999
834,26,63,9999,9999
835,21,80,9999,9999
836,28,65,9999,9999
837,28,68,9999,9999
838,29,59,9999,9999
839,27,62,9999,9999
840,21,54,9999,9999
841,21,70,9999,9999
842,20,76,9999,9999
843,27,64,9999,9999
844,26,58,9999,9999
845,26,68,9999,9999
846,26,55,9999,9999
847,20,76,9999,9999
848,28,72,9999,9999
849,27,61,9999,9999
850,26,63,9999,9999
851,27,66,9999,9999
852,29,75,9999,9999
853,27,77,9999,9999
854,29,61,9999,9999
855,20,51,9999,9999
856,26,66,9999,9999
857,21,56,9999,9999
858,21,62,9999,9999
859,20,78,9999,9999
860,26,78,9999,9999
861,28,76,9999,9999
862,29,68,9999,9999
863,21,53,9999,9999
864,28,54,9999,9999
865,29,62,9999,9999
866,21,67,9999,9999
867,20,66,9999,9999
868,27,63,9999,9999
869,29,67,9999,9999
870,28,51,9999,9999
871,20,74,9999,9999
872,26,51,9999,9999
873,27,58,9999,9999
874,21,56,9999,9999
875,27,53,9999,9999
876,28,57,9999,9999
877,20,56,9999,9999
878,20,51,9999,9999
879,21,68,9999,9999
880,29,52,9999,9999
881,28,52,9999,9999
882,28,56,9999,9999
883,21,75,9999,9999
884,27,55,9999,9999
885,21,78,9999,9999
886,27,62,9999,9999
887,27,71,9999,9999
888,21,56,9999,9999
889,21,58,9999,9999
890,21,54,9999,9999
891,26,52,9999,9999
892,29,56,9999,9999
893,20,56,9999,9999
894,20,73,9999,9999
895,28,55,9999,9999
896,20,57,9999,9999
897,26,77,9999,9999
898,20,78,9999,9999
899,29,55,9999,9999
900,21,68,9999,9999
901,29,72,9999,9999
902,21,71,9999,9999
903,27,58,9999,9999
904,29,74,9999,9999
905,28,73,9999,9999
906,27,77,9999,9999
907,21,61,9999,9999
908,27,64,9999,9999
909,26,68,9999,9999
910,27,70,9999,9999
911,20,68,9999,9999
912,21,80,9999,9999
913,28,63,9999,9999
914,27,76,9999,9999
915,21,67,9999,9999
916,27,64,9999,9999
917,27,78,9999,9999
918,29,65,9999,9999
919,20,58,9999,9999
920,27,77,9999,9999
921,20,75,9999,9999
922,29,65,9999,9999
923,20,79,9999,9999
924,20,51,9999,9999
925,28,56,9999,9999
926,28,66,9999,9999
927,27,75,9999,9999
928,20,70,9999,9999
929,21,67,9999,9999
930,26,60,9999,9999
931,29,73,9999,9999
932,26,58,9999,9999
933,28,51,9999,9999
934,26,60,9999,9999
935,29,72,9999,9999
936,20,54,9999,9999
937,21,63,9999,9999
938,20,72,9999,9999
939,29,51,9999,9999
940,27,53,9999,9999
941,26,55,9999,9999
942,21,66,9999,9999
943,28,79,9999,9999
944,26,59,9999,9999
945,26,50,9999,9999
946,27,69,9999,9999
947,28,78,9999,9999
948,28,72,9999,9999
949,21,71,9999,9999
950,27,70,9999,9999
951,27,69,9999,9999
952,21,66,9999,9999
953,26,63,9999,9999
954,20,57,9999,9999
955,26,73,9999,9999
956,28,54,9999,9999
957,26,54,9999,9999
958,21,75,9999,9999
959,20,74,9999,9999
960,28,70,9999,9999
961,26,64,9999,9999
962,20,64,9999,9999
963,20,61,9999,9999
964,21,60,9999,9999
965,26,75,9999,9999
966,26,69,9999,9999
967,26,72,9999,9999
968,21,79,9999,9999
969,29,78,9999,9999
970,21,76,9999,9999
971,21,78,9999,9999
972,20,50,9999,9999
973,29,60,9999,9999
974,20,51,9999,9999
975,21,61,9999,9999
976,28,59,9999,9999
977,26,78,9999,9999
978,20,62,9999,9999
979,27,52,9999,9999
980,20,78,9999,9999
981,29,66,9999,9999
982,28,54,9999,9999
983,28,80,9999,9999
984,27,59,9999,9999
985,26,76,9999,9999
986,26,73,9999,9999
987,20,75,9999,9999
988,26,50,9999,9999
989,29,75,9999,9999
990,28,53,9999,9999
991,26,77,9999,9999
992,29,62,9999,9999
993,26,66,9999,9999
994,27,57,9999,9999
995,27,70,9999,9999
996,21,80,9999,9999
997,20,65,9999,9999
998,20,76,9999,9999
999,26,80,9999,9999
1000,21,67,9999,9999
1001,21,70,9999,9999
1002,29,52,9999,9999
1003,28,76,9999,9999
1004,20,50,9999,9999
1005,28,74,9999,9999
1006,26,52,9999,9999
1007,28,62,9999,9999
1008,28,73,9999,9999
1009,26,65,9999,9999
1010,28,70,9999,9999
1011,26,54,9999,9999
1012,27,53,9999,9999
1013,29,67,9999,9999
1014,20,61,9999,9999
1015,27,75,9999,9999
1016,27,57,9999,9999
1017,29,72,9999,9999
1018,21,70,9999,9999
1019,21,59,9999,9999
1020,29,61,9999,9999
1021,26,76,9999,9999
1022,28,70,9999,9999
1023,26,51,9999,9999
1024,29,64,9999,9999
1025,21,67,9999,9999
1026,20,79,9999,9999
1027,26,72,9999,9999
1028,26,79,9999,9999
1029,27,80,9999,9999
1030,28,75,9999,9999
1031,28,80,9999,9999
1032,21,61,9999,9999
1033,29,65,9999,9999
1034,26,64,9999,9999
1035,28,54,9999,9999
1036,20,50,9999,9999
1037,28,59,9999,9999
1038,27,66,9999,9999
1039,26,60,9999,9999
1040,26,55,9999,9999
1041,28,54,9999,9999
1042,21,79,9999,9999
1043,20,64,9999,9999
1044,29,77,9999,9999
1045,21,53,9999,9999
1046,21,55,9999,9999
1047,29,56,9999,9999
1048,26,68,9999,9999
1049,21,72,9999,9999
1050,28,54,9999,9999
1051,21,68,9999,9999
1052,26,54,9999,9999
1053,21,58,9999,9999
1054,28,50,9999,9999
1055,20,77,9999,9999
1056,29,50,9999,9999
1057,20,77,9999,9999
1058,20,70,9999,9999
1059,21,57,9999,9999
1060,26,56,9999,9999
1061,28,60,9999,9999
1062,20,71,9999,9999
1063,27,72,9999,9999
1064,28,75,9999,9999
1065,29,58,9999,9999
1066,26,79,9999,9999
1067,27,58,9999,9999
1068,20,68,9999,9999
1069,26,67,9999,9999
1070,29,75,9999,9999
1071,28,65,9999,9999
1072,20,80,9999,9999
1073,28,67,9999,9999
1074,26,65,9999,9999
1075,26,62,9999,9999
1076,21,71,9999,9999
1077,21,70,9999,9999
1078,26,70,9999,9999
1079,29,68,9999,9999
1080,21,74,9999,9999
1081,26,79,9999,9999
1082,20,58,9999,9999
1083,26,56,9999,9999
1084,21,64,9999,9999
1085,27,61,9999,9999
1086,28,62,9999,9999
1087,26,78,9999,9999
1088,26,77,9999,9999
1089,27,78,9999,9999
1090,27,62,9999,9999
1091,28,67,9999,9999
1092,26,60,9999,9999
1093,28,65,9999,9999
1094,26,56,9999,9999
1095,21,66,9999,9999
1096,21,57,9999,9999
1097,20,69,9999,9999
1098,29,69,9999,9999
1099,29,66,9999,9999
1100,27,61,9999,9999
1101,26,59,9999,9999
1102,21,50,9999,9999
1103,20,76,9999,9999
1104,26,56,9999,9999
1105,20,78,9999,9999
1106,29,66,9999,9999
1107,21,79,9999,9999
1108,28,78,9999,9999
1109,29,69,9999,9999
1110,27,52,9999,9999
1111,21,54,9999,9999
1112,26,56,9999,9999
1113,27,53,9999,9999
1114,20,51,9999,9999
1115,28,53,9999,9999
1116,29,73,9999,9999
1117,29,57,9999,9999
1118,28,65,9999,9999
1119,21,78,9999,9999
1120,29,78,9999,9999
1121,20,78,9999,9999
1122,20,54,9999,9999
1123,27,56,9999,9999
1124,28,78,9999,9999
1125,28,69,9999,9999
1126,27,61,9999,9999
1127,26,80,9999,9999
1128,21,79,9999,9999
1129,20,55,9999,9999
1130,27,53,9999,9999
1131,28,72,9999,9999
1132,27,65,9999,9999
1133,27,73,9999,9999
1134,26,52,9999,9999
1135,29,56,9999,9999
1136,29,80,9999,9999
1137,26,54,9999,9999
1138,26,59,9999,9999
1139,26,53,9999,9999
1140,21,60,9999,9999
1141,20,69,9999,9999
1142,26,79,9999,9999
1143,20,76,9999,9999
1144,26,76,9999,9999
1145,29,80,9999,9999
1146,27,72,9999,9999
1147,20,64,9999,9999
1148,28,51,9999,9999
1149,28,59,9999,9999
