ID,contents,Required_BW,Source,Destinations
258,21,75,0,2
259,20,52,0,1
260,20,60,0,1
261,20,58,0,1
262,26,77,4,2
263,20,71,0,1
264,29,53,6,1
265,29,77,6,1
266,28,74,6,8
267,21,51,0,2
268,26,50,4,2
269,29,77,6,1
270,26,79,4,2
271,21,71,0,2
272,21,77,0,2
273,21,64,0,2
274,26,60,4,2
275,29,62,6,1
276,26,72,4,2
277,21,52,0,2
278,21,72,0,2
279,27,62,4,8
280,27,77,4,8
281,21,62,0,2
282,20,51,0,1
283,21,51,0,2
284,28,63,6,8
285,28,80,6,8
286,29,72,6,1
287,20,73,0,1
288,27,67,4,8
289,21,61,0,2
290,26,79,4,2
291,20,72,0,1
292,26,71,4,2
293,27,76,4,8
294,20,65,0,1
295,29,50,6,1
296,20,68,0,1
297,29,69,6,1
298,26,58,4,2
299,27,76,4,8
300,26,61,4,2
301,28,56,6,8
302,28,66,6,8
303,26,80,4,2
304,28,53,6,8
305,28,54,6,8
306,26,66,4,2
307,29,77,6,1
308,20,61,0,1
309,20,59,0,1
310,21,60,0,2
311,21,74,0,2
312,20,74,0,1
313,29,72,6,1
314,26,80,4,2
315,28,68,6,8
316,20,63,0,1
317,21,70,0,2
318,28,53,6,8
319,26,58,4,2
320,29,66,6,1
321,21,74,0,2
322,28,77,6,8
323,26,77,4,2
324,29,67,6,1
325,26,69,4,2
326,26,79,4,2
327,27,64,4,8
328,29,78,6,1
329,26,62,4,2
330,26,71,4,2
331,21,53,0,2
332,20,79,0,1
333,26,72,4,2
334,28,63,6,8
335,26,71,4,2
336,29,59,6,1
337,20,65,0,1
338,28,65,6,8
339,26,77,4,2
340,28,62,6,8
341,26,56,4,2
342,20,56,0,1
343,26,52,4,2
344,29,61,6,1
345,27,56,4,8
346,29,62,6,1
347,29,63,6,1
348,21,77,0,2
349,29,60,6,1
350,27,64,4,8
351,26,52,4,2
352,20,50,0,1
353,20,52,0,1
354,28,70,6,8
355,26,69,4,2
356,26,66,4,2
357,27,54,4,8
358,28,76,6,8
359,20,79,0,1
360,29,60,6,1
361,27,56,4,8
362,20,65,0,1
363,29,51,6,1
364,28,77,6,8
365,29,72,6,1
366,20,57,0,1
367,21,64,0,2
368,26,73,4,2
369,20,53,0,1
370,29,54,6,1
371,29,71,6,1
372,20,75,0,1
373,20,54,0,1
374,27,56,4,8
375,21,55,0,2
376,26,72,4,2
377,29,71,6,1
378,21,52,0,2
379,26,50,4,2
380,21,62,0,2
381,28,66,6,8
382,26,54,4,2
383,21,78,0,2
384,29,77,6,1
385,26,79,4,2
386,20,69,0,1
387,20,77,0,1
388,26,51,4,2
389,28,78,6,8
390,29,66,6,1
391,21,80,0,2
392,20,71,0,1
393,26,73,4,2
394,29,56,6,1
395,26,60,4,2
396,27,68,4,8
397,29,74,6,1
398,27,74,4,8
399,29,55,6,1
400,21,70,0,2
401,20,75,0,1
402,27,56,4,8
403,21,74,0,2
404,27,56,4,8
405,29,64,6,1
406,26,63,4,2
407,29,60,6,1
408,27,78,4,8
409,29,70,6,1
410,26,54,4,2
411,29,56,6,1
412,28,62,6,8
413,21,70,0,2
414,20,59,0,1
415,28,63,6,8
416,20,64,0,1
417,20,55,0,1
418,26,78,4,2
419,29,74,6,1
420,29,79,6,1
421,27,76,4,8
422,26,58,4,2
423,28,78,6,8
424,29,62,6,1
425,28,59,6,8
426,26,50,4,2
427,29,67,6,1
428,20,64,0,1
429,26,63,4,2
430,28,60,6,8
431,29,75,6,1
432,26,75,4,2
433,26,68,4,2
434,20,71,0,1
435,28,79,6,8
436,21,56,0,2
437,21,61,0,2
438,26,61,4,2
439,26,64,4,2
440,29,80,6,1
441,27,61,4,8
442,26,58,4,2
443,27,68,4,8
444,27,53,4,8
445,27,71,4,8
446,29,62,6,1
447,27,53,4,8
448,26,70,4,2
449,21,76,0,2
450,28,79,6,8
451,26,60,4,2
452,20,74,0,1
453,26,66,4,2
454,28,52,6,8
455,21,62,0,2
456,28,80,6,8
457,20,60,0,1
458,28,55,6,8
459,26,67,4,2
460,26,69,4,2
461,21,52,0,2
462,21,52,0,2
463,27,65,4,8
464,26,62,4,2
465,20,54,0,1
466,20,69,0,1
467,26,68,4,2
468,27,79,4,8
469,28,62,6,8
470,27,68,4,8
471,27,53,4,8
472,26,74,4,2
473,26,64,4,2
474,28,53,6,8
475,29,57,6,1
476,27,56,4,8
477,28,55,6,8
478,26,72,4,2
479,26,72,4,2
480,20,58,0,1
481,28,63,6,8
482,28,57,6,8
483,20,61,0,1
484,28,67,6,8
485,27,56,4,8
486,21,60,0,2
487,20,78,0,1
488,26,52,4,2
489,26,79,4,2
490,28,68,6,8
491,27,75,4,8
492,27,51,4,8
493,26,68,4,2
494,21,75,0,2
495,21,77,0,2
496,20,51,0,1
497,29,57,6,1
498,28,80,6,8
499,29,65,6,1
500,26,65,4,2
501,20,67,0,1
502,28,69,6,8
503,28,74,6,8
504,21,51,0,2
505,28,68,6,8
506,20,78,0,1
507,29,56,6,1
508,21,51,0,2
509,20,64,0,1
510,29,53,6,1
511,20,63,0,1
512,26,51,4,2
513,28,58,6,8
514,27,68,4,8
515,29,61,6,1
516,21,80,0,2
517,26,58,4,2
518,26,56,4,2
519,20,68,0,1
520,27,69,4,8
521,26,69,4,2
522,20,57,0,1
523,28,68,6,8
524,21,59,0,2
525,28,71,6,8
526,29,80,6,1
527,28,77,6,8
528,28,60,6,8
529,28,78,6,8
530,29,67,6,1
531,21,67,0,2
532,20,50,0,1
533,27,54,4,8
534,20,58,0,1
535,27,67,4,8
536,29,55,6,1
537,28,67,6,8
538,20,69,0,1
539,29,76,6,1
540,20,53,0,1
541,27,76,4,8
542,29,58,6,1
543,20,73,0,1
544,28,57,6,8
545,29,77,6,1
546,29,73,6,1
547,28,72,6,8
548,26,63,4,2
549,21,63,0,2
550,21,61,0,2
551,28,61,6,8
552,26,73,4,2
553,20,76,0,1
554,27,65,4,8
555,26,76,4,2
556,28,77,6,8
557,26,67,4,2
558,29,58,6,1
559,28,50,6,8
560,27,78,4,8
561,26,80,4,2
562,29,65,6,1
563,20,50,0,1
564,20,65,0,1
565,26,50,4,2
566,21,56,0,2
567,20,80,0,1
568,27,65,4,8
569,28,70,6,8
570,27,67,4,8
571,21,50,0,2
572,27,52,4,8
573,28,56,6,8
574,28,74,6,8
575,26,50,4,2
576,27,65,4,8
577,29,51,6,1
578,26,56,4,2
579,27,51,4,8
580,28,67,6,8
581,27,56,4,8
582,27,63,4,8
583,27,71,4,8
584,26,55,4,2
585,26,69,4,2
586,28,67,6,8
587,21,60,0,2
588,21,78,0,2
589,20,73,0,1
590,29,77,6,1
591,20,55,0,1
592,20,58,0,1
593,27,77,4,8
594,29,72,6,1
595,27,53,4,8
596,20,74,0,1
597,27,55,4,8
598,20,52,0,1
599,28,63,6,8
600,28,65,6,8
601,28,80,6,8
602,28,57,6,8
603,20,58,0,1
604,26,62,4,2
605,27,78,4,8
606,29,53,6,1
607,29,57,6,1
608,28,78,6,8
609,20,63,0,1
610,20,60,0,1
611,29,61,6,1
612,21,76,0,2
613,27,64,4,8
614,27,59,4,8
615,28,65,6,8
616,29,63,6,1
617,20,60,0,1
618,21,68,0,2
619,29,77,6,1
620,27,57,4,8
621,21,60,0,2
622,27,71,4,8
623,27,65,4,8
624,26,66,4,2
625,26,54,4,2
626,20,67,0,1
627,26,58,4,2
628,21,62,0,2
629,28,56,6,8
630,21,60,0,2
631,28,52,6,8
632,27,58,4,8
633,28,60,6,8
634,27,73,4,8
635,28,57,6,8
636,28,76,6,8
637,28,71,6,8
638,28,76,6,8
639,20,66,0,1
640,27,52,4,8
641,26,64,4,2
642,29,65,6,1
643,26,57,4,2
644,21,75,0,2
645,27,65,4,8
646,20,54,0,1
647,21,55,0,2
648,20,67,0,1
649,28,73,6,8
650,20,67,0,1
651,20,71,0,1
652,26,68,4,2
653,26,68,4,2
654,28,72,6,8
655,29,67,6,1
656,29,64,6,1
657,29,69,6,1
658,28,72,6,8
659,20,58,0,1
660,21,69,0,2
661,20,71,0,1
662,21,57,0,2
663,29,55,6,1
664,21,67,0,2
665,28,77,6,8
666,27,78,4,8
667,21,56,0,2
668,20,71,0,1
669,26,79,4,2
670,26,52,4,2
671,21,68,0,2
672,28,67,6,8
673,28,76,6,8
674,28,65,6,8
675,26,73,4,2
676,29,72,6,1
677,21,80,0,2
678,26,72,4,2
679,29,58,6,1
680,27,63,4,8
681,28,61,6,8
682,21,54,0,2
683,21,71,0,2
684,29,67,6,1
685,27,66,4,8
686,29,65,6,1
687,29,57,6,1
688,20,75,0,1
689,26,63,4,2
690,28,67,6,8
691,28,79,6,8
692,21,67,0,2
693,27,73,4,8
694,26,73,4,2
695,20,54,0,1
696,27,76,4,8
697,26,77,4,2
698,21,62,0,2
699,21,75,0,2
700,26,58,4,2
701,21,55,0,2
702,27,74,4,8
703,26,57,4,2
704,26,56,4,2
705,29,79,6,1
706,20,50,0,1
707,29,77,6,1
708,28,60,6,8
709,26,73,4,2
710,21,80,0,2
711,29,59,6,1
712,27,69,4,8
713,20,50,0,1
714,27,72,4,8
715,26,64,4,2
716,27,68,4,8
717,28,54,6,8
718,21,66,0,2
719,29,62,6,1
720,29,60,6,1
721,29,77,6,1
722,20,77,0,1
723,20,57,0,1
724,29,78,6,1
725,20,50,0,1
726,28,63,6,8
727,27,76,4,8
728,29,77,6,1
729,29,56,6,1
730,21,69,0,2
731,21,59,0,2
732,27,55,4,8
733,26,61,4,2
734,28,59,6,8
735,28,51,6,8
736,21,80,0,2
737,26,55,4,2
738,20,68,0,1
739,20,67,0,1
740,21,58,0,2
741,21,74,0,2
742,27,65,4,8
743,28,64,6,8
744,28,64,6,8
745,21,68,0,2
746,26,78,4,2
747,21,66,0,2
748,21,73,0,2
749,29,61,6,1
750,27,72,4,8
751,20,73,0,1
752,26,77,4,2
753,29,78,6,1
754,27,73,4,8
755,28,51,6,8
756,26,76,4,2
757,27,57,4,8
758,29,71,6,1
759,27,78,4,8
760,27,76,4,8
761,29,50,6,1
762,28,68,6,8
763,26,58,4,2
764,20,62,0,1
765,28,52,6,8
766,20,73,0,1
767,20,67,0,1
768,28,60,6,8
769,27,78,4,8
770,28,78,6,8
771,27,50,4,8
772,21,73,0,2
773,21,52,0,2
774,28,71,6,8
775,21,71,0,2
776,20,68,0,1
777,29,77,6,1
778,28,79,6,8
779,20,64,0,1
780,28,50,6,8
781,21,52,0,2
782,20,59,0,1
783,21,53,0,2
784,29,60,6,1
785,26,68,4,2
786,21,69,0,2
787,27,57,4,8
788,28,51,6,8
789,21,69,0,2
790,29,56,6,1
791,27,69,4,8
792,21,80,0,2
793,26,58,4,2
794,28,66,6,8
795,26,50,4,2
796,21,65,0,2
797,21,71,0,2
798,27,57,4,8
799,21,68,0,2
800,26,66,4,2
801,26,67,4,2
802,20,52,0,1
803,21,76,0,2
804,28,56,6,8
805,28,57,6,8
806,29,77,6,1
807,29,56,6,1
808,27,66,4,8
809,28,69,6,8
810,28,74,6,8
811,28,75,6,8
812,29,73,6,1
813,29,65,6,1
814,20,77,0,1
815,21,62,0,2
816,20,75,0,1
817,26,74,4,2
818,20,76,0,1
819,27,50,4,8
820,27,57,4,8
821,27,51,4,8
822,20,61,0,1
823,21,75,0,2
824,29,59,6,1
825,20,60,0,1
826,20,80,0,1
827,28,57,6,8
828,21,66,0,2
829,20,69,0,1
830,20,80,0,1
831,29,50,6,1
832,28,79,6,8
833,29,59,6,1
834,29,80,6,1
835,28,68,6,8
836,27,76,4,8
837,28,60,6,8
838,20,65,0,1
839,21,62,0,2
840,21,79,0,2
841,26,54,4,2
842,26,58,4,2
843,21,76,0,2
844,27,65,4,8
845,21,66,0,2
846,26,66,4,2
847,20,59,0,1
848,29,63,6,1
849,20,64,0,1
850,28,60,6,8
851,26,69,4,2
852,26,64,4,2
853,28,71,6,8
854,29,53,6,1
855,20,75,0,1
856,26,66,4,2
857,29,78,6,1
858,27,69,4,8
859,26,71,4,2
860,20,70,0,1
861,28,54,6,8
862,26,66,4,2
863,20,58,0,1
864,20,69,0,1
865,21,77,0,2
866,26,53,4,2
867,27,53,4,8
868,29,76,6,1
869,26,55,4,2
870,26,55,4,2
871,27,55,4,8
872,29,58,6,1
873,28,79,6,8
874,27,74,4,8
875,28,63,6,8
876,29,60,6,1
877,20,65,0,1
878,29,52,6,1
879,27,77,4,8
880,26,57,4,2
881,21,50,0,2
882,21,79,0,2
883,21,60,0,2
884,21,61,0,2
885,20,51,0,1
886,21,75,0,2
887,21,58,0,2
888,27,58,4,8
889,20,75,0,1
890,28,61,6,8
891,20,66,0,1
892,28,59,6,8
893,21,67,0,2
894,21,74,0,2
895,28,74,6,8
896,26,75,4,2
897,29,64,6,1
898,26,60,4,2
899,20,79,0,1
900,28,74,6,8
901,21,68,0,2
902,27,50,4,8
903,20,70,0,1
904,20,53,0,1
905,28,58,6,8
906,20,79,0,1
907,20,78,0,1
908,29,62,6,1
909,27,59,4,8
910,20,79,0,1
911,26,51,4,2
912,26,74,4,2
913,26,67,4,2
914,28,66,6,8
915,29,79,6,1
916,21,67,0,2
917,21,74,0,2
918,29,79,6,1
919,20,76,0,1
920,20,52,0,1
921,27,77,4,8
922,29,60,6,1
923,29,69,6,1
924,28,61,6,8
925,28,80,6,8
926,27,50,4,8
927,21,51,0,2
928,21,56,0,2
929,20,51,0,1
930,21,68,0,2
931,20,52,0,1
932,28,75,6,8
933,20,77,0,1
934,20,64,0,1
935,26,60,4,2
936,20,77,0,1
937,29,78,6,1
938,26,64,4,2
939,29,64,6,1
940,26,50,4,2
941,28,62,6,8
942,29,64,6,1
943,21,55,0,2
944,29,54,6,1
945,28,74,6,8
946,26,55,4,2
947,21,77,0,2
948,28,70,6,8
949,29,70,6,1
950,27,51,4,8
951,29,70,6,1
952,27,68,4,8
953,29,58,6,1
954,29,51,6,1
955,21,63,0,2
956,21,53,0,2
957,29,55,6,1
958,27,61,4,8
959,27,55,4,8
960,26,69,4,2
961,21,78,0,2
962,20,56,0,1
963,28,57,6,8
964,21,77,0,2
965,29,59,6,1
966,29,74,6,1
967,28,76,6,8
968,20,51,0,1
969,28,79,6,8
970,27,75,4,8
971,20,64,0,1
972,21,52,0,2
973,28,74,6,8
974,26,59,4,2
975,26,67,4,2
976,27,51,4,8
977,28,56,6,8
978,27,51,4,8
979,26,72,4,2
980,27,63,4,8
981,26,67,4,2
982,20,67,0,1
983,21,56,0,2
984,28,54,6,8
985,28,73,6,8
986,29,60,6,1
987,28,77,6,8
988,21,62,0,2
989,21,69,0,2
990,21,60,0,2
991,29,51,6,1
992,26,58,4,2
993,21,73,0,2
994,20,78,0,1
995,21,77,0,2
996,26,77,4,2
997,27,74,4,8
998,29,72,6,1
999,20,50,0,1
1000,21,56,0,2
1001,28,71,6,8
1002,29,65,6,1
1003,27,79,4,8
1004,28,60,6,8
1005,29,75,6,1
1006,28,74,6,8
1007,27,60,4,8
1008,27,52,4,8
1009,29,68,6,1
1010,21,78,0,2
1011,28,75,6,8
1012,27,67,4,8
1013,20,71,0,1
1014,26,74,4,2
1015,29,60,6,1
1016,26,74,4,2
1017,26,67,4,2
1018,27,62,4,8
1019,27,53,4,8
1020,20,76,0,1
1021,29,73,6,1
1022,29,56,6,1
1023,28,80,6,8
1024,29,53,6,1
1025,29,66,6,1
1026,28,57,6,8
1027,26,53,4,2
1028,20,54,0,1
1029,28,58,6,8
1030,21,71,0,2
1031,27,63,4,8
1032,27,60,4,8
1033,27,76,4,8
1034,20,66,0,1
1035,28,75,6,8
1036,28,61,6,8
1037,26,73,4,2
1038,21,66,0,2
1039,28,70,6,8
1040,29,66,6,1
1041,26,78,4,2
1042,28,58,6,8
1043,29,76,6,1
1044,21,74,0,2
1045,29,76,6,1
1046,29,73,6,1
1047,29,65,6,1
1048,26,59,4,2
1049,21,58,0,2
1050,29,72,6,1
1051,28,56,6,8
1052,29,71,6,1
1053,27,65,4,8
1054,20,62,0,1
1055,26,71,4,2
1056,29,72,6,1
1057,21,69,0,2
1058,26,69,4,2
1059,27,55,4,8
1060,27,52,4,8
1061,26,75,4,2
1062,29,78,6,1
1063,20,66,0,1
1064,21,75,0,2
1065,27,65,4,8
1066,26,61,4,2
1067,28,67,6,8
1068,27,75,4,8
1069,27,50,4,8
1070,20,77,0,1
1071,29,51,6,1
1072,21,51,0,2
1073,28,51,6,8
1074,28,62,6,8
1075,21,60,0,2
1076,29,80,6,1
1077,26,73,4,2
1078,20,65,0,1
1079,21,68,0,2
1080,29,54,6,1
1081,21,50,0,2
1082,20,59,0,1
1083,26,56,4,2
1084,20,69,0,1
1085,29,78,6,1
1086,27,61,4,8
1087,27,73,4,8
1088,27,76,4,8
1089,20,50,0,1
1090,27,65,4,8
1091,21,70,0,2
1092,29,60,6,1
1093,21,57,0,2
1094,26,64,4,2
1095,26,63,4,2
1096,28,52,6,8
1097,29,65,6,1
1098,29,59,6,1
1099,29,54,6,1
1100,21,54,0,2
1101,20,71,0,1
1102,26,70,4,2
1103,26,66,4,2
1104,27,52,4,8
1105,29,55,6,1
1106,21,76,0,2
1107,20,63,0,1
1108,27,71,4,8
1109,21,77,0,2
1110,20,66,0,1
1111,28,78,6,8
1112,28,69,6,8
1113,27,73,4,8
1114,21,66,0,2
1115,29,63,6,1
1116,26,64,4,2
1117,28,80,6,8
1118,21,61,0,2
1119,21,55,0,2
1120,28,54,6,8
1121,27,77,4,8
1122,27,63,4,8
1123,20,51,0,1
1124,21,73,0,2
1125,21,56,0,2
1126,20,72,0,1
1127,20,67,0,1
1128,21,67,0,2
1129,28,61,6,8
1130,27,61,4,8
1131,29,55,6,1
1132,21,53,0,2
1133,20,78,0,1
1134,29,61,6,1
1135,27,59,4,8
1136,20,75,0,1
1137,27,54,4,8
1138,21,78,0,2
1139,26,52,4,2
1140,26,50,4,2
1141,26,79,4,2
1142,21,66,0,2
1143,29,62,6,1
1144,26,64,4,2
1145,28,68,6,8
1146,20,67,0,1
1147,29,69,6,1
1148,27,60,4,8
1149,20,66,0,1
1150,26,61,4,2
1151,26,67,4,2
1152,20,71,0,1
1153,29,66,6,1
1154,28,78,6,8
1155,26,58,4,2
1156,27,70,4,8
1157,21,77,0,2
1158,27,70,4,8
1159,21,80,0,2
1160,29,69,6,1
1161,27,51,4,8
1162,26,64,4,2
1163,27,50,4,8
1164,21,72,0,2
1165,26,51,4,2
1166,27,65,4,8
1167,28,64,6,8
1168,26,77,4,2
1169,29,63,6,1
1170,29,71,6,1
1171,27,77,4,8
1172,27,65,4,8
1173,29,54,6,1
1174,28,71,6,8
1175,21,76,0,2
1176,21,60,0,2
1177,21,73,0,2
1178,27,50,4,8
1179,20,60,0,1
1180,20,75,0,1
1181,20,54,0,1
1182,29,66,6,1
1183,26,77,4,2
1184,29,67,6,1
1185,27,75,4,8
1186,28,62,6,8
1187,29,76,6,1
1188,21,51,0,2
1189,27,63,4,8
1190,20,77,0,1
1191,28,63,6,8
1192,27,69,4,8
1193,27,68,4,8
1194,27,69,4,8
1195,26,56,4,2
1196,29,53,6,1
1197,20,56,0,1
1198,29,56,6,1
1199,21,73,0,2
1200,28,58,6,8
1201,26,67,4,2
1202,20,76,0,1
1203,26,71,4,2
1204,26,50,4,2
1205,21,65,0,2
1206,29,59,6,1
1207,26,72,4,2
1208,26,50,4,2
1209,20,54,0,1
1210,20,62,0,1
1211,28,73,6,8
1212,20,63,0,1
1213,26,58,4,2
1214,29,67,6,1
1215,27,55,4,8
1216,27,55,4,8
1217,26,58,4,2
1218,28,71,6,8
1219,28,59,6,8
1220,26,50,4,2
1221,21,60,0,2
1222,27,62,4,8
1223,27,75,4,8
1224,26,72,4,2
1225,21,79,0,2
1226,28,65,6,8
1227,29,55,6,1
1228,26,56,4,2
1229,26,75,4,2
1230,21,77,0,2
1231,26,73,4,2
1232,21,65,0,2
1233,26,62,4,2
1234,27,73,4,8
1235,21,60,0,2
1236,29,51,6,1
1237,20,55,0,1
1238,27,72,4,8
1239,28,78,6,8
1240,27,79,4,8
1241,20,58,0,1
1242,27,79,4,8
1243,27,76,4,8
1244,28,69,6,8
1245,21,76,0,2
1246,20,59,0,1
1247,27,73,4,8
1248,28,64,6,8
1249,28,67,6,8
1250,27,52,4,8
1251,21,62,0,2
1252,27,57,4,8
1253,27,62,4,8
1254,26,51,4,2
1255,26,74,4,2
1256,27,73,4,8
1257,21,69,0,2
1258,21,57,0,2
1259,21,56,0,2
1260,27,52,4,8
1261,21,68,0,2
1262,21,73,0,2
1263,29,51,6,1
1264,26,56,4,2
1265,29,68,6,1
1266,26,72,4,2
1267,27,65,4,8
1268,21,50,0,2
1269,28,80,6,8
1270,27,70,4,8
1271,29,57,6,1
1272,21,75,0,2
1273,21,69,0,2
1274,21,70,0,2
1275,29,63,6,1
1276,29,53,6,1
1277,27,79,4,8
1278,28,56,6,8
1279,27,51,4,8
1280,27,75,4,8
1281,21,60,0,2
1282,20,61,0,1
1283,29,52,6,1
1284,21,56,0,2
1285,27,51,4,8
1286,20,65,0,1
1287,27,77,4,8
1288,21,79,0,2
1289,20,59,0,1
1290,29,66,6,1
1291,26,67,4,2
1292,21,52,0,2
1293,26,53,4,2
1294,28,77,6,8
1295,20,72,0,1
1296,27,57,4,8
1297,20,54,0,1
1298,28,57,6,8
1299,26,52,4,2
1300,27,66,4,8
1301,21,57,0,2
1302,20,73,0,1
1303,27,69,4,8
1304,26,79,4,2
1305,27,61,4,8
1306,28,59,6,8
1307,26,74,4,2
1308,26,73,4,2
1309,29,51,6,1
1310,26,73,4,2
1311,27,52,4,8
1312,27,72,4,8
1313,20,51,0,1
1314,21,65,0,2
1315,27,61,4,8
1316,21,53,0,2
1317,20,59,0,1
1318,21,66,0,2
1319,27,80,4,8
1320,27,66,4,8
1321,29,69,6,1
1322,26,66,4,2
1323,21,56,0,2
1324,27,60,4,8
1325,26,67,4,2
1326,20,57,0,1
1327,28,74,6,8
1328,21,55,0,2
1329,21,50,0,2
1330,21,59,0,2
1331,28,77,6,8
1332,27,62,4,8
1333,28,63,6,8
1334,20,63,0,1
1335,27,50,4,8
1336,28,73,6,8
1337,29,64,6,1
1338,27,64,4,8
1339,29,79,6,1
1340,21,69,0,2
1341,21,72,0,2
1342,29,78,6,1
1343,27,61,4,8
1344,21,74,0,2
1345,28,80,6,8
1346,28,64,6,8
1347,26,78,4,2
1348,21,65,0,2
1349,28,70,6,8
1350,21,67,0,2
1351,28,55,6,8
1352,26,65,4,2
1353,21,53,0,2
1354,26,57,4,2
1355,20,63,0,1
1356,28,64,6,8
1357,29,55,6,1
1358,29,69,6,1
1359,26,76,4,2
